block,id,go_neu_no_hap_hi_rt,go_neu_no_hap_hi_rs,go_neu_no_hap_mi_rt,go_neu_no_hap_mi_rs,go_neu_no_hap_fa_rt,go_neu_no_hap_fa_rs,go_neu_no_hap_cr_rt,go_neu_no_hap_cr_rs,go_neu_no_hap_er_rt,go_neu_no_hap_er_rs,go_neu_no_hap_co_rt,go_neu_no_hap_co_rs,go_neu_no_hap_om_rt,go_neu_no_hap_om_rs
go_neu_no_hap,CO22.08.95,11394,18,0,0,0,0,6,6,0,0,0,0,0,0
